Wall time,Step,Value
1751897983.9446814,8649,0.00565472012385726
1751898072.1607487,12249,0.005302116274833679
1751898086.3441064,12999,0.00499655632302165
1751898271.4003282,20149,0.005190766416490078
1751898334.4561312,23299,0.004891128279268742
1751898392.9457438,25549,0.004756256006658077
1751898421.273044,26949,0.004507495556026697
1751898438.1563947,27849,0.004456769675016403
1751898502.5989962,29849,0.004018779844045639
1751898564.830311,32949,0.004534420557320118
1751898680.5558436,38249,0.005175238475203514
1751898735.1718233,40249,0.004315794911235571
1751898797.0602129,43349,0.00446750782430172
1751898976.0904887,50799,0.004192898515611887
1751898986.4764595,51349,0.004712817259132862
1751898998.8648806,51899,0.003818816039711237
1751899107.5220222,56299,0.004094129428267479
1751899113.695277,56649,0.004182728473097086
1751899145.2246048,58249,0.0037573291920125484
1751899177.795041,59249,0.0040827179327607155
1751899244.6015637,62649,0.003996876068413258
1751899290.3184147,63599,0.00406817439943552
1751899446.8858254,70899,0.0035155564546585083
1751899486.6056752,72949,0.004201674833893776
1751899554.2052002,74749,0.00409698486328125
1751899569.008801,75549,0.004045763518661261
1751899573.5266569,75699,0.00415785564109683
1751899607.6632326,77449,0.003784488420933485
1751899635.1812084,78299,0.0038069849833846092
1751899753.251954,83549,0.003916875924915075
1751900055.578304,97049,0.0040079159662127495
1751900119.896302,98049,0.0035900836810469627
1751900659.9830468,121849,0.0037449428346008062
1751900685.9696703,122099,0.004038290586322546
1751900707.1439135,123149,0.0038207881152629852
1751900746.6145747,125199,0.0037810252979397774
1751900831.107703,128899,0.003680416150018573
1751900924.680922,132199,0.004368158057332039
1751900964.309532,134249,0.003611755557358265
1751900974.6453419,134699,0.004159253090620041
1751900988.4747486,135449,0.003550327382981777
1751900996.4392135,135899,0.0036252597346901894
1751901060.348266,138449,0.004184606950730085
1751901078.1479855,139299,0.0035638688132166862
1751901299.5083385,148699,0.003463823115453124
1751901431.4670057,154199,0.003569522639736533
1751901452.5690017,155249,0.003951122984290123
1751901453.4802308,155299,0.0033192592673003674
1751901504.9286425,157299,0.003797137178480625
1751901574.4191306,160899,0.003782643936574459
1751901612.3737912,162099,0.0035443445667624474
1751901636.23373,163299,0.003987747244536877
1751901738.2287135,167849,0.0035445482935756445
1751901783.4775367,170249,0.003322699572890997
1751901905.1431396,175049,0.0036922807339578867
1751901944.803774,176349,0.0036979466676712036
1751901983.1200783,178349,0.004073471762239933
1751902016.012818,180049,0.0033683956135064363
1751902058.0544372,180849,0.003229571273550391
1751902094.6197233,182749,0.0031756344251334667
1751902109.467029,183449,0.0042966632172465324
1751902112.2037506,183599,0.002821233356371522
1751902167.220652,185649,0.0033623487688601017
1751902234.7462122,189149,0.0031230151653289795
1751902313.8409762,192449,0.0032882168889045715
1751902416.8598666,195799,0.003630609018728137
1751902543.2626028,201199,0.0033699674531817436
1751902647.0923254,205499,0.003517392324283719
1751902660.0987978,206099,0.0037016773130744696
1751902716.3467696,209099,0.003994170576334
1751902728.4286034,209649,0.0037068696692585945
1751902779.0041862,211399,0.0035339826717972755
1751902881.0118449,215949,0.00351632758975029
1751902890.0215268,216449,0.003992022946476936
1751903127.3565962,226999,0.0030581029132008553
1751903152.0452297,228249,0.003044105600565672
1751903247.3949716,232499,0.0032920187804847956
1751903300.1373851,234549,0.003534977324306965
1751903461.651721,241649,0.0031119617633521557
1751903465.2133832,241849,0.0034883152693510056
1751903508.6557918,244149,0.0031704488210380077
1751903753.2030628,254549,0.0036189095117151737
1751903795.576806,256649,0.0032637601252645254
1751903799.17245,256849,0.0038284328766167164
1751903877.1829762,259399,0.0030414166394621134
1751903888.90654,260049,0.003899764269590378
1751903913.4512055,261299,0.0029337038286030293
1751903948.9918928,263149,0.00304411631077528
1751903993.1684577,264799,0.003377408254891634
1751904057.8377168,268149,0.003998589236289263
1751904121.3447275,270199,0.0033430582843720913
1751904171.5809517,272749,0.004166709259152412
1751904426.6358054,283399,0.003199819941073656
1751904598.3799462,291649,0.0032413641456514597
1751904671.1777582,293349,0.003191049676388502
1751904682.9952195,293999,0.003093146253377199
1751904759.0419607,297849,0.0030966964550316334
1751904797.0090034,299099,0.003340565599501133
1751904811.2386677,299899,0.003293700749054551
1751904866.1488962,302699,0.0029638316482305527
1751904947.9959629,305599,0.003360619070008397
1751904974.7279024,306949,0.002861064625903964
1751904978.1637542,307149,0.003476083977147937
1751905072.0209014,311299,0.0031342243310064077
1751905137.3800824,313999,0.0035713007673621178
1751905186.953758,316649,0.00341741181910038
1751905188.6757193,316749,0.0031927572563290596
1751905234.8934417,317949,0.0037178564816713333
1751905235.8818033,317999,0.0030624442733824253
1751905247.5505345,318499,0.00328795681707561
1751905458.5246139,327599,0.0029125334694981575
1751905474.7623818,328499,0.0034480392932891846
1751905491.1699207,329299,0.0032551391050219536
1751905495.6267705,329549,0.0031551304273307323
1751905503.737187,329999,0.0032104558777064085
1751905643.6757903,336549,0.0032149872276932
1751905676.1040924,337549,0.003682384267449379
1751905727.2441158,340149,0.003124584211036563
1751905796.2495193,342549,0.0036099504213780165
1751905862.6250753,345999,0.003740140236914158
1751905944.5480645,349599,0.002915680408477783
1751905948.9111838,349849,0.0037479177117347717
1751906031.373119,352749,0.003624489763751626
1751906189.4338713,360399,0.0034493645653128624
1751906248.6143525,362699,0.0033224308863282204
1751906453.051319,371849,0.003974267281591892
1751906480.6183975,373249,0.003764009103178978
1751906484.186932,373449,0.003714080201461911
1751906577.5713613,377199,0.0036635124124586582
1751906637.5373695,380249,0.002879493869841099
1751906692.6042922,382249,0.003612188156694174
1751906782.9655335,386399,0.0032008327543735504
1751906788.0676322,386549,0.0031500025652348995
1751906810.972223,387849,0.0028169946745038033
1751906847.2941928,389749,0.0034286687150597572
1751906914.042464,391099,0.0024622143246233463
1751906946.9419365,392799,0.00324627454392612
